name,dob,gender,email,phone,address,pan,aadhaar,loan_type,loan_amount,income,credit_score,debt_to_income_ratio,loan_purpose,application_channel,repayment_status,loan_approval_status,ip_address,device_id,user_agent,city,state,geo_lat,geo_long,form_fill_time_seconds,login_time_hour,failed_otp_count,num_txn_last_30d,shared_phone_count,shared_device_count,shared_ip_count,email_domain_count,aadhaar_verified,pan_verified,phone_verified,doc_match_score,is_fraud
Mahika Chaudhary,1983-06-04,Male,anamikaamble@example.com,7138253184,"94, Dewan Ganj, Latur 161848",MFIMJ48314,450692188690,Education,64819,530308,,0.12,Renovation,Online,On-time,Rejected,192.238.121.7,54c62228-77b3-4afc-baf6-506e5d84c61e,Chrome,Anantapur,Tripura,11.903298,96.027219,29,4,1,48,2,1,4,4,False,True,True,0.65,1
Wahab Gole,1968-01-03,Female,darika55@example.org,3718760433,"66, Bansal Road, Bathinda 248805",DHOXG91558,986412438708,Personal,1896680,1016440,784.0,1.87,Renovation,Online,On-time,Approved,214.209.240.230,6e182e28-9b77-449e-a5fb-b9f77b558345,Chrome,Haridwar,Arunachal Pradesh,28.372613,71.460702,93,21,1,62,1,1,1,8,True,True,True,0.77,0
Omisha Upadhyay,1971-04-25,Other,anyadubey@example.com,3099562506,"08, Ben Marg, Hapur 434789",UWYCN77088,878864922801,Education,1957732,450663,528.0,4.34,Business,Agent,Defaulted,Approved,218.241.58.164,aec04b94-baf1-4613-8160-2cabf11dd1a5,Edge,Tumkur,Tripura,24.042883,80.46843,377,17,5,8,1,1,1,3,True,True,True,0.96,0
Harini Walia,1976-06-25,Other,kala39@example.net,0777303457,"496, Naik Nagar, Bijapur-849550",JENFS82616,191092477088,Auto,1458435,219263,633.0,6.65,Medical,Online,Delayed,Approved,210.38.98.192,eb9696dd-0aef-4fff-ac03-847e331a7793,Chrome,Danapur,Jharkhand,27.957743,80.810294,459,7,4,37,1,1,1,2,True,True,True,0.63,0
Jasmit Ray,1971-04-15,Female,ekantagulati@example.net,3344615735,"85, Sur Road, Ujjain-499250",EDGOY79825,705969887308,Home,1333596,457908,580.0,2.91,Medical,Branch,On-time,Approved,196.69.169.186,64abf1ab-bb16-4d9d-b104-ac2e8205229e,Safari,Panchkula,Kerala,31.774738,71.306885,244,18,1,69,1,1,1,7,True,True,True,0.69,0
Urishilla Bala,2002-08-14,Other,ojasvi56@example.com,4786592408,"355, Bhatnagar Marg, Tiruvottiyur-471489",XKEJV02501,371423874870,Auto,2160331,435477,491.0,4.96,Investment,Online,Defaulted,Approved,128.139.200.152,dc28f7f2-8ad2-4615-b5e3-150fcd86ced2,Opera,Farrukhabad,Assam,11.411297,72.084853,9,13,5,14,3,2,6,4,False,False,False,0.17,1
Tanmayi Chakraborty,1986-02-27,Female,daniel03@example.com,1407029100,"10/16, Mohanty Zila, New Delhi-973597",QZOUO48798,345130616932,Personal,70181,1918020,789.0,0.04,Investment,Agent,Delayed,Approved,169.220.154.51,57f6a5ba-e02d-440c-be72-e849d647494b,Opera,Sikar,Assam,29.958442,93.156226,343,22,3,92,1,1,1,8,True,True,True,0.74,0
Oliver Viswanathan,2002-04-06,Male,qsen@example.org,8032169698,"H.No. 28, Wali Path, Orai 284467",IKZUP75647,673874047789,Personal,108917,835153,306.0,0.13,Medical,Agent,On-time,Approved,212.90.250.227,e6cc4e7d-eaeb-4915-aca2-382ee50d53bf,Firefox,Jorhat,Uttarakhand,19.449647,72.895071,210,18,3,52,1,1,1,9,True,True,True,0.98,0
Sanaya Korpal,2002-08-01,Other,jeet33@example.org,6426351870,"12, Cheema Marg, Giridih-284758",DXROP18962,918971257490,Home,1768308,668606,427.0,2.64,Business,Branch,Defaulted,Rejected,167.97.96.18,70f797b0-e189-4184-a22e-a6727e597920,Opera,Erode,Sikkim,9.652983,87.041777,543,17,1,83,1,1,1,4,True,True,True,0.94,0
Charles Gupta,1967-03-14,Other,jainbishakha@example.com,6961543465,"H.No. 252, Mall Road, Tiruvottiyur 994953",OBECQ32855,572011546917,Personal,1532896,455699,460.0,3.36,Marriage,Agent,Defaulted,Approved,216.220.186.152,aa3a1c2a-c766-4921-be54-62000dc3fca0,Edge,Gaya,Uttar Pradesh,10.114525,96.800479,172,20,2,97,1,1,1,7,True,True,True,0.68,0
Tara Tara,1968-08-17,Female,faraj62@example.org,3533482203,"H.No. 131, Kota Path, Yamunanagar-595568",RMBSE70258,339931215487,Home,1866697,1027209,368.0,1.82,Investment,Branch,Defaulted,Approved,38.196.242.103,2347546e-e95e-4d0b-95d5-9aea6f05e7b4,Safari,Nandyal,Nagaland,32.046962,69.377097,559,23,3,85,1,1,1,4,True,True,True,0.78,0
Advika Mital,1967-01-03,Male,bhattacharyyaalka@example.com,9186098071,"H.No. 04, Kota, Patiala 190680",UFRFE55265,513857386275,Education,1124174,399846,549.0,2.81,Travel,Agent,Defaulted,Approved,200.196.13.238,aaeea1a2-dfbc-44db-aaac-3a45044c427a,Safari,Kirari Suleman Nagar,Karnataka,8.151122,68.51957,548,15,4,1,1,1,1,4,True,True,True,0.67,0
Nimrat Chander,2002-01-07,Other,pbutala@example.org,9619631575,"65/989, Bora Circle, Durg-569631",DUVVC85061,232580058857,Education,508208,1028603,,0.49,Travel,Branch,Delayed,Rejected,151.237.75.104,7d7b0054-2a75-483c-8d53-4196bb568331,Opera,Rajkot,Rajasthan,8.587479,92.642056,14,19,0,34,2,4,2,7,True,False,True,0.15,1
Irya Sidhu,1966-03-28,Female,ebhakta@example.net,9836264875,"166, Wable Chowk, Orai-332843",PLYLC35918,270300187129,Home,806722,586892,825.0,1.37,Investment,Branch,On-time,Rejected,223.166.3.227,f5c24c72-5231-4167-a199-71a9ece58fdd,Firefox,Ghaziabad,Karnataka,29.016329,69.178417,532,3,5,14,1,1,1,5,True,True,True,0.85,0
Devika Narasimhan,2000-07-02,Other,tripathiarya@example.com,4923009069,"H.No. 650, Soman Path, Bikaner-672827",THBNA74038,544966391718,Personal,435574,1666409,502.0,0.26,Renovation,Online,Defaulted,Approved,219.10.169.245,dee05d0b-2bd2-459c-b6ed-dc72c8e29365,Firefox,Bhopal,Haryana,26.353643,89.204779,33,12,0,69,1,2,5,4,True,False,False,0.44,1
Tanmayi Mitter,1990-11-23,Other,mittalneha@example.net,9899794932,"H.No. 017, Dubey Ganj, Jehanabad-153765",MLEFZ86577,864767902170,Personal,107956,1951829,547.0,0.06,Travel,Branch,Delayed,Approved,93.185.245.110,330c53db-2687-4f8b-a1a8-6fedec4d32c7,Firefox,Begusarai,Rajasthan,14.21203,77.522943,516,14,0,62,1,1,1,4,True,True,True,0.69,0
Deepa Yadav,1977-05-27,Other,adviksubramaniam@example.org,8357150863,"686, Sura Path, Kumbakonam 028560",JTREL10515,997133175970,Business,817574,1306905,527.0,0.63,Business,Agent,On-time,Approved,133.189.74.172,4b7fe09b-a3c7-462a-917d-99450243fd45,Firefox,Arrah,Assam,36.299616,89.136508,19,2,3,24,1,3,6,1,False,False,True,0.52,1
Jeevika Jani,1972-01-14,Male,aahanamital@example.net,0478019020,"H.No. 05, Thaker Road, Tadipatri-904855",LKPSZ18437,489283046642,Education,1233205,1543372,622.0,0.8,Investment,Agent,Delayed,Rejected,89.120.132.34,a69818c6-01ee-4ff6-9fe9-7e14e234a36e,Opera,Kadapa,Punjab,13.629617,75.57297,46,14,4,68,1,1,1,6,True,True,True,0.81,0
Henry Cherian,1988-04-15,Other,amol23@example.com,6192049508,"16/902, Prasad Marg, Sasaram 583437",LTNQD62182,662231602855,Business,1096537,1816804,422.0,0.6,Investment,Online,Defaulted,Approved,87.55.100.152,51ea6d9b-7613-4ec2-851c-19a62b622bef,Chrome,Madurai,Maharashtra,24.820197,88.156311,143,13,5,26,1,1,1,1,True,True,True,0.68,0
Caleb Johal,1976-04-28,Other,nilimasingh@example.com,2685384422,"H.No. 966, Mohanty Ganj, Rewa-821754",CHLTB85360,544179581596,Auto,72151,1980891,410.0,0.04,Marriage,Online,Delayed,Approved,139.220.29.250,fd14744d-84fa-4c22-8a3a-38123897aa5b,Safari,Begusarai,Uttarakhand,19.430212,73.941437,263,18,3,86,1,1,1,10,True,True,True,1.0,0
Gunbir Upadhyay,1993-08-30,Other,zachariahjagat@example.net,8295964835,"33, Wable Ganj, Bhubaneswar 738853",PRXCK48712,780077375209,Auto,2262392,1200487,,1.88,Travel,Branch,Defaulted,Rejected,168.82.16.93,2ab88a53-d0e9-460a-aca7-eb4cebbbd299,Firefox,Udupi,Haryana,26.848319,71.981347,23,2,2,62,2,3,6,1,True,False,True,0.6,1
Xiti Hans,2007-06-09,Male,qnayak@example.org,2410726371,"548, Bobal Chowk, Bhilwara 317942",HQVRH59901,471161690531,Education,2416998,1921285,526.0,1.26,Renovation,Branch,Delayed,Approved,154.207.76.186,03e8ca9e-1a84-4825-9602-e7dd54d8ad27,Firefox,Gudivada,Arunachal Pradesh,13.757294,71.426079,457,11,5,4,1,1,1,10,True,True,True,0.9,0
Urvashi Pandey,2001-12-28,Male,urishillachawla@example.net,0419041550,"456, D’Alia Street, Kharagpur-853328",QRQVK33899,210455320083,Auto,1280228,1210785,811.0,1.06,Business,Agent,Defaulted,Approved,169.147.73.13,1dc1e69c-0aed-403d-a66b-2181910b5834,Safari,Phusro,Tripura,13.364591,72.289455,492,20,0,82,1,1,1,2,True,True,True,0.98,0
Samarth Chanda,1969-12-11,Female,bhavsarijaya@example.com,2523269824,"036, Sawhney Path, Salem 224655",BLDVR58043,812922641725,Business,200927,1979224,354.0,0.1,Business,Branch,On-time,Rejected,176.64.30.126,396af189-6d2f-4a1f-8b65-2dfdc2168822,Safari,Deoghar,Jharkhand,26.789955,74.605176,578,3,3,56,1,1,1,8,True,True,True,0.87,0
Pranit Goel,2001-03-30,Male,raagini75@example.com,4005958905,"59/56, Kothari Nagar, Rohtak 603040",MTQQU37586,833201418653,Personal,2160900,158893,697.0,13.6,Travel,Agent,On-time,Rejected,51.44.35.205,444e3044-60a8-4173-8f79-065d46b313e6,Chrome,Gangtok,Uttar Pradesh,19.040584,72.459337,436,18,0,28,1,1,1,7,True,True,True,0.62,0
Bahadurjit Thaker,1984-09-29,Male,hbakshi@example.org,5223730172,"H.No. 040, Nadkarni Path, Morena-655526",HUQSK71508,561798571211,Business,926854,713395,488.0,1.3,Marriage,Online,Delayed,Rejected,139.203.125.40,f2ecba2f-78e2-4d68-bea6-c4691ed4ef9c,Opera,Vijayawada,Mizoram,16.401878,95.980541,226,6,0,49,1,1,1,8,True,True,True,0.95,0
Vritti Oak,1980-01-22,Other,vasaneha@example.com,0252331044,"161, Khurana Road, Berhampur-141351",NBYPX00868,945621984423,Business,1335888,977152,727.0,1.37,Renovation,Online,On-time,Approved,216.119.131.221,b7deab40-2e87-44f2-b35c-a0b4ba517e4b,Safari,Raurkela Industrial Township,Manipur,12.33416,85.336137,539,6,5,61,1,1,1,9,True,True,True,0.89,0
Matthew Narasimhan,1991-01-05,Male,yashawinipatla@example.net,1462792961,"96/32, Purohit Zila, Eluru 465522",NJNOT81469,548234348018,Education,1225311,1438081,436.0,0.85,Business,Agent,Defaulted,Rejected,29.93.117.45,aea2fc46-aeaf-43d4-a60e-6d6d1b23f4a0,Edge,Saharsa,Manipur,18.702471,73.242289,372,4,2,9,1,1,1,7,True,True,True,0.63,0
Jack Grewal,1989-06-17,Female,amairasundaram@example.net,1788417846,"83/343, Bandi Chowk, Orai 850150",WCQOO62036,302123276223,Home,2155959,1171435,488.0,1.84,Marriage,Agent,Delayed,Approved,209.38.89.193,f129343f-3d1b-4e98-9ef4-eba19d6f12a0,Safari,Khammam,Jharkhand,27.989715,77.241053,78,17,2,67,1,1,1,2,True,True,True,0.69,0
Tarak Dara,1984-09-21,Female,niharika99@example.net,9279485107,"H.No. 473, Grewal, Malegaon 619070",QNGUI71601,933800354450,Education,901772,588518,556.0,1.53,Travel,Online,Delayed,Approved,140.12.160.27,6dd6fb96-1467-46c2-923b-fd938fb8b071,Safari,Dehradun,Mizoram,24.209621,92.765421,156,12,2,36,1,1,1,10,True,True,True,0.75,0
Prisha Saran,1965-11-01,Female,arunima30@example.org,6377112639,"04, Kuruvilla Chowk, Kurnool-234827",HGPRP96102,959722230340,Business,2086407,386494,507.0,5.4,Marriage,Online,Defaulted,Approved,18.189.188.235,3bf36b31-ddec-44f7-a02c-445b5c67f553,Chrome,Tezpur,Madhya Pradesh,14.488128,74.7551,8,7,1,57,1,1,1,4,True,True,True,0.89,0
Charvi Sachdeva,1989-12-19,Female,andraavi@example.net,1169906898,"02/425, Cherian Ganj, Jamnagar-979216",HMTPK44074,239244256864,Personal,374684,1822703,522.0,0.21,Travel,Agent,On-time,Approved,180.166.52.66,b5bc5b84-0443-4f80-b9d3-bd633c70fe89,Safari,Amritsar,Rajasthan,34.798516,96.07363,127,22,3,27,1,1,1,4,True,True,True,0.83,0
Abdul Apte,1995-07-31,Male,zaitramannan@example.net,1125844311,"H.No. 92, Murty Chowk, Parbhani 985889",UKQGV14608,287010989380,Home,1497892,823459,354.0,1.82,Renovation,Online,Defaulted,Rejected,134.118.191.173,5e8c15ea-6ddb-4bd3-8cd8-3e32ad11e283,Firefox,Ambarnath,Chhattisgarh,23.805045,91.20959,407,21,1,64,1,1,1,3,True,True,True,0.73,0
Neelima Koshy,1968-11-04,Male,thamanpanini@example.net,9382039949,"263, Raval Zila, Haldia 504381",YOEFK91333,771258389160,Education,2007458,1579723,735.0,1.27,Renovation,Online,On-time,Approved,217.250.242.69,cfbcdb27-3908-425e-99aa-5c35b3efb098,Safari,Nanded,Assam,29.018654,75.901081,116,2,5,35,1,1,1,10,True,True,True,0.99,0
Urvashi Krishnamurthy,1980-12-29,Female,ranveersawhney@example.org,1912506452,"80/752, Vasa Zila, Kolhapur 377595",XHJXV12043,759965058191,Personal,1177053,944783,,1.25,Marriage,Online,Delayed,Rejected,197.175.140.106,618fc830-cd23-4a0c-8d34-008d683cbe4b,Chrome,Chennai,Assam,18.746891,75.192036,31,22,5,13,3,1,3,2,True,True,False,0.65,1
Shivani Goda,1960-08-08,Male,bahadurjit09@example.org,9027157294,"60/493, Bajaj Chowk, Tenali-881019",CMRKP87725,812245614890,Education,657290,1261830,473.0,0.52,Travel,Branch,Defaulted,Approved,193.218.31.235,292a5a6f-6a20-42b4-875e-d01a2f7411e7,Edge,Vasai-Virar,Uttarakhand,19.212866,84.504444,53,23,3,11,1,1,1,6,True,True,True,0.87,0
Pallavi Chakraborty,1976-04-08,Male,jasonsama@example.org,6958220772,"H.No. 18, Ghosh Path, Satara 765021",SAOGW07342,236376278927,Home,1699590,388125,497.0,4.38,Marriage,Online,Delayed,Approved,212.132.0.28,5f9f9540-1bf4-48c3-bb44-b263b1739f8b,Edge,Imphal,Kerala,13.842002,85.752221,125,18,0,19,1,1,1,3,True,True,True,0.92,0
Joshua Bala,1983-02-11,Male,vthakkar@example.org,8051156694,"H.No. 47, Khurana Chowk, Hazaribagh-633308",GOOKN46495,468840473783,Auto,2338445,702173,747.0,3.33,Renovation,Online,Delayed,Approved,1.50.255.126,ac863a84-5d35-4bfe-a00e-2e2df8fcac32,Firefox,Katihar,Sikkim,8.045554,96.889926,555,12,1,65,1,1,1,7,True,True,True,0.7,0
Yamini Lad,1993-10-30,Other,faqid41@example.org,6280727851,"74/190, Borde Road, Gulbarga-817491",OTTVI50539,773163089240,Business,759689,1192793,447.0,0.64,Travel,Online,Defaulted,Approved,151.132.81.255,e1d8b40c-b12c-42a4-8d83-42c218e5d425,Opera,Sultan Pur Majra,Meghalaya,18.759069,87.867057,61,19,0,87,1,1,1,9,True,True,True,0.95,0
Yashasvi Ghose,2004-07-22,Male,cchandra@example.com,7220001960,"90/601, Sandal Path, Bidhannagar 515153",CENKG16638,288513690386,Personal,1710394,1343423,440.0,1.27,Business,Agent,Delayed,Rejected,124.101.106.14,df0c2f24-5580-42b1-9e06-d2228e8f4a99,Edge,Bongaigaon,Telangana,11.712608,71.013131,215,0,2,89,1,1,1,7,True,True,True,0.79,0
Omya Deep,1998-03-25,Female,damyantisalvi@example.net,4201682378,"90, Bal Path, Jamshedpur-605878",SKZNA10064,966400753586,Education,790952,1743645,735.0,0.45,Business,Branch,Defaulted,Approved,221.159.144.96,06257537-db15-458e-8581-f90f6dc6a842,Edge,Unnao,Mizoram,15.450104,72.41126,23,19,3,98,1,1,1,7,True,True,True,0.82,0
Wriddhish Joshi,1992-11-30,Male,vedant12@example.com,3553707441,"116, Date Ganj, Mau 859320",MYLLD96251,997785201205,Business,142089,556252,519.0,0.26,Renovation,Branch,Defaulted,Approved,26.46.181.42,c92a3827-09da-4657-870a-9d7bfee8f42a,Opera,Adoni,Tamil Nadu,36.551972,69.223942,379,23,0,54,1,1,1,5,True,True,True,0.96,0
Nathaniel Mohan,2006-07-18,Female,anirudh32@example.net,3705636242,"48/322, Hayre, Hapur-344988",ANPTX70177,524605425461,Auto,969099,622232,373.0,1.56,Medical,Online,On-time,Rejected,191.13.28.147,49eb549d-80cf-4d29-b3f7-a88491368193,Firefox,Visakhapatnam,Uttarakhand,33.754316,71.163836,188,11,5,15,1,1,1,2,True,True,True,0.88,0
Teerth Chawla,1963-01-08,Female,anirudh83@example.net,9442240158,"55, Seshadri Road, Munger 443906",ESIHF41461,521196523612,Home,2024473,1184040,788.0,1.71,Business,Online,On-time,Rejected,166.153.114.221,46281d45-db03-4162-a69f-17a17edd4e39,Opera,Nizamabad,Uttar Pradesh,31.344359,68.922358,535,10,2,43,1,1,1,5,True,True,True,0.74,0
Yauvani Raman,1992-02-15,Female,nidra93@example.org,8077736488,"97/95, Dayal Chowk, Ranchi 405091",RDSVW42388,717536815277,Personal,2401256,335508,345.0,7.16,Business,Agent,Delayed,Rejected,196.38.237.103,bd614799-04a0-4412-9d05-2f2c47d9404f,Edge,Amroha,Meghalaya,30.936322,83.591327,484,22,0,74,1,1,1,9,True,True,True,0.86,0
Hema Tandon,1996-11-07,Other,saikala@example.net,3825747312,"600, Sharaf, Bellary 968891",WGYSF02613,137651058151,Home,701936,335729,319.0,2.09,Renovation,Agent,On-time,Rejected,162.104.188.115,831e19bf-c224-43b3-9b6e-660cc45bcf23,Firefox,Bhilwara,Arunachal Pradesh,22.728295,96.288231,64,7,1,98,1,1,1,9,True,True,True,0.86,0
Falak Srinivasan,1978-10-13,Male,karasuhani@example.net,5510038603,"H.No. 65, Kadakia, Panvel 301212",SQNXS28244,808928853498,Home,2098883,1337813,340.0,1.57,Marriage,Agent,Defaulted,Approved,138.65.150.34,eb7b6c4a-cc7e-436b-98f7-78673dd6e49f,Firefox,Eluru,Gujarat,35.579274,77.845476,225,20,0,38,1,1,1,10,True,True,True,0.99,0
Sathvik Bandi,1967-12-11,Male,abeersangha@example.net,9989175882,"831, Mane Nagar, Panihati-854349",NZFUR35287,196656611064,Business,524282,755926,470.0,0.69,Investment,Agent,On-time,Approved,217.235.27.186,af88a549-6755-41bb-bfff-56359c776a04,Chrome,Raebareli,Kerala,27.458951,83.917669,6,12,2,95,3,2,4,8,False,False,True,0.15,1
Irya Rajan,1984-04-01,Male,fdixit@example.com,5918454058,"H.No. 607, Jha Chowk, Srikakulam 956822",RUCRL34917,878145936804,Education,150016,501689,444.0,0.3,Investment,Agent,Delayed,Rejected,208.212.67.208,2653a1fa-b61f-4f26-85c2-7a7b4c931f52,Firefox,Naihati,Himachal Pradesh,34.190003,78.92451,350,19,0,21,1,1,1,8,True,True,True,0.88,0
Ojasvi Yogi,2004-05-19,Female,choudhryrayaan@example.net,4320919151,"H.No. 378, Mani Chowk, Ambarnath-307646",WNAQU25174,145555792469,Personal,1763709,1210352,633.0,1.46,Investment,Online,Defaulted,Rejected,214.181.172.166,7a5023de-a38f-448a-85a4-655f7a905105,Opera,Mangalore,Himachal Pradesh,25.668898,81.634651,152,16,3,34,1,1,1,6,True,True,True,0.74,0
Oeshi Bakshi,1984-10-11,Male,nilimabarman@example.net,4976246997,"95/96, Shroff Circle, Hazaribagh-841650",STGSC58794,579115104788,Auto,911826,1600459,365.0,0.57,Marriage,Online,On-time,Approved,116.112.12.170,44525022-f179-49db-83cb-61af45084442,Opera,Guna,West Bengal,10.54538,89.276812,87,20,3,9,1,1,1,1,True,True,True,0.78,0
Gaurika Bansal,1959-12-07,Female,hmahajan@example.com,7843154868,"00/933, Mander Path, Sri Ganganagar 252034",QFJTS10017,208762066350,Auto,1620495,781724,,2.07,Business,Online,Defaulted,Approved,189.4.62.77,72fa8e93-f6e8-4672-a4f2-ce585ee32bd7,Safari,Dhanbad,Tripura,10.931969,91.26149,22,5,0,91,1,4,3,3,True,False,True,0.51,1
Bimala Kant,1971-07-20,Female,sridharanusha@example.org,1113220744,"H.No. 412, Ramesh, Katni-458376",FFDWU70568,823809857226,Personal,2115046,610490,564.0,3.46,Marriage,Online,On-time,Rejected,215.176.58.181,36f63e53-92f4-448b-beaf-0a71784eb015,Firefox,Jabalpur,Goa,11.780617,68.998865,263,19,0,84,1,1,1,9,True,True,True,0.92,0
Timothy Shroff,1995-08-21,Other,lukevenkatesh@example.com,6338560987,"641, Mohanty Nagar, Phusro 428482",NMDNJ76411,758325277783,Education,726487,836233,589.0,0.87,Business,Agent,Delayed,Approved,221.242.26.82,2609c0c0-63ac-48b4-b556-c76dbd761f74,Safari,Jammu,Sikkim,31.870738,72.787959,555,1,1,47,1,1,1,2,True,True,True,1.0,0
Nitesh Mahajan,1964-03-14,Other,fiyaz00@example.net,2871199957,"64, Bhalla Path, Jammu 203408",RWBYQ25389,563162477826,Education,576216,741479,769.0,0.78,Travel,Agent,Delayed,Rejected,205.243.183.85,fc8b5499-f554-4e64-b227-e2a1ade3c0f5,Chrome,Haridwar,Uttar Pradesh,25.871189,80.61672,123,13,4,48,1,1,1,3,True,True,True,0.88,0
Siya Chauhan,1962-10-28,Female,tanish94@example.net,3235236676,"797, Sahni Ganj, Rewa 684465",GNVZV42192,387191911342,Education,1231395,649341,584.0,1.9,Medical,Agent,On-time,Approved,196.21.71.13,ed8bcd17-d106-41e8-abf6-46f0345ab325,Safari,Srinagar,Manipur,29.695178,78.448596,19,8,1,32,1,1,1,7,True,True,True,0.81,0
Vyanjana Bajwa,1991-06-16,Other,pshroff@example.net,9123507883,"H.No. 888, Banerjee Circle, Ongole 426359",NITCJ25088,844585507999,Education,136527,1832390,301.0,0.07,Travel,Online,Delayed,Rejected,34.151.228.99,ea063087-7f72-4682-aef2-e09cd64d75c4,Opera,Surat,Uttar Pradesh,24.359039,79.866019,253,20,1,96,1,1,1,8,True,True,True,0.61,0
Wahab Parsa,1989-08-26,Male,kadakiaradha@example.org,4219290319,"93, Suri Street, Malegaon 059061",GXTAU68262,839392719912,Auto,184337,721846,672.0,0.26,Renovation,Branch,Defaulted,Rejected,97.95.7.79,a6bbf69b-52a5-4974-9d32-391c7552da6b,Firefox,Shahjahanpur,Gujarat,35.332768,73.680094,321,22,1,1,1,1,1,4,True,True,True,0.77,0
Turvi Mall,1974-07-29,Female,vansha27@example.net,1031614995,"20, Wali Marg, Karnal 753091",QSAWO78753,889679230672,Business,669901,216830,370.0,3.09,Business,Branch,Defaulted,Rejected,160.191.83.223,fc122262-ac58-4e1e-9039-2760fdca9222,Safari,Amritsar,West Bengal,20.242857,91.134648,330,15,5,63,1,1,1,8,True,True,True,0.88,0
Zilmil Kala,1995-05-13,Other,tbiswas@example.net,4298155137,"81, Zacharia Nagar, Bhalswa Jahangir Pur 930015",KHRQM12569,176937367727,Personal,974105,1795604,590.0,0.54,Renovation,Branch,Delayed,Approved,73.73.232.140,c042aada-a939-4d37-a566-444bbb5ffacf,Safari,Pimpri-Chinchwad,Rajasthan,11.526734,90.266879,498,2,4,24,1,1,1,3,True,True,True,0.92,0
Adya Nayar,1999-12-24,Other,timothywali@example.com,9227749201,"123, Das, Gulbarga-543136",EAKCX55183,694226484958,Auto,1279481,570310,437.0,2.24,Medical,Agent,Delayed,Rejected,64.36.107.252,c302aa0b-0bf2-44ed-8789-3983646827ec,Opera,Bharatpur,Gujarat,14.736696,94.507401,291,17,1,63,1,1,1,7,True,True,True,0.88,0
Bhavya Mitra,2004-11-26,Male,iprabhakar@example.org,1091139024,"H.No. 00, Sandal Road, Salem-265118",SUFSG43344,792924315740,Personal,349857,769749,434.0,0.45,Renovation,Online,On-time,Rejected,163.187.160.241,fb7032f8-982b-4090-ab40-c2214c5e2e0c,Chrome,Thrissur,Assam,20.818909,87.986159,344,13,2,13,1,1,1,9,True,True,True,0.92,0
Umang Chander,1960-10-16,Male,chakrika62@example.com,2230021305,"87/005, Mukhopadhyay Road, Anantapur 607104",TQGEM14661,682566112689,Education,1639905,1869324,500.0,0.88,Travel,Agent,On-time,Rejected,194.183.115.41,7ade88b2-3e9e-42af-a148-e59771cbe158,Edge,Barasat,Tripura,15.506727,84.893047,297,2,3,96,1,1,1,1,True,True,True,0.95,0
Balhaar Tak,1967-11-25,Male,zlad@example.com,8934107834,"H.No. 74, Bhattacharyya Path, Rajahmundry 795736",HDAUK36334,133417521911,Business,2126277,586784,317.0,3.62,Renovation,Branch,Defaulted,Rejected,204.7.60.2,bf560b6c-c455-4c5f-8f1a-3b99e6ab332f,Opera,Kumbakonam,Assam,12.706348,72.146998,218,21,5,19,1,1,1,1,True,True,True,0.84,0
Wyatt Kata,1989-08-17,Other,ayushkulkarni@example.net,2814543257,"18/08, Bir Zila, Nadiad 855408",VUQWY68850,393939592677,Education,958526,1282054,324.0,0.75,Marriage,Agent,On-time,Approved,148.16.219.94,bbeb5333-a30f-47ee-afed-fcfa26ee7210,Safari,Ghaziabad,Tamil Nadu,22.771126,84.385478,160,19,1,29,1,1,1,1,True,True,True,0.98,0
Garima Mistry,1989-07-26,Other,shivanimane@example.com,1658045568,"H.No. 621, Chatterjee Ganj, Delhi-771001",VWILD91373,457273539515,Personal,391746,166539,461.0,2.35,Medical,Agent,Delayed,Rejected,175.140.253.120,5cf85b27-6d53-44be-b1f3-bcf651f7a8c1,Firefox,Dewas,Kerala,9.901787,79.048672,446,3,3,83,1,1,1,5,True,True,True,0.79,0
Ganga Ramachandran,1971-07-28,Female,pranitsubramaniam@example.org,6871382015,"873, Gopal Zila, Malda 692039",WFVOO40048,737537390347,Home,1040529,1320866,562.0,0.79,Marriage,Branch,Delayed,Approved,200.4.252.165,cc6d4b2d-383a-4e61-9bf8-df9436e1b973,Chrome,Aizawl,Uttarakhand,22.58937,90.533912,91,14,2,23,1,1,1,1,True,True,True,0.79,0
Charita Gour,1981-07-19,Female,sekhonnidhi@example.net,2209692837,"H.No. 997, Nazareth Marg, Mango 716651",XTANR53980,436724360011,Education,1093615,978143,503.0,1.12,Business,Agent,Defaulted,Approved,189.32.1.3,e0b4275d-4d8f-4f82-8785-1cac8d4e67cb,Firefox,Panchkula,Himachal Pradesh,35.345698,68.54811,199,2,1,89,1,1,1,1,True,True,True,0.98,0
Benjamin Khalsa,1994-05-20,Other,mayaparmer@example.org,4072402555,"H.No. 63, Prabhakar Marg, Mango-262127",MPPDM95092,740184520189,Education,1690561,493565,468.0,3.43,Investment,Online,Delayed,Approved,215.223.103.211,7ccad576-76ec-4f10-bcbb-eeed481cd331,Edge,Kozhikode,Tripura,30.090786,88.322589,129,21,5,97,1,1,1,4,True,True,True,0.76,0
Vritti Dani,1984-08-20,Male,freddy@example.net,8391280271,"H.No. 78, Radhakrishnan Chowk, Khammam-672055",MZITX13818,742271244868,Education,2048110,1790080,722.0,1.14,Travel,Online,Delayed,Rejected,81.189.7.2,1c8b9638-4ad1-449a-9faa-340ac9c22779,Opera,Nangloi Jat,Madhya Pradesh,36.833383,84.525846,459,2,1,16,1,1,1,10,True,True,True,0.89,0
